X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19
-2.8855879306793213,-2.1342592239379883,-2.6712393760681152,-2.9262053966522217,-4.458617210388184,-3.0951998233795166,-3.88698410987854,-4.879145622253418,-6.188650608062744,-5.847282409667969,-2.728666305541992,-5.979905605316162,-2.9085209369659424,-2.595125198364258,-4.400961399078369,-4.326361179351807,-3.9880943298339844,-3.695162773132324,-4.789268493652344
-2.45298433303833,-2.324302911758423,-3.418484687805176,-2.1344425678253174,-3.3574631214141846,-4.457885265350342,-3.048865556716919,-4.673891067504883,2.0878777503967285,-4.288926124572754,-4.210963726043701,-3.4035332202911377,-3.300990343093872,-3.1036674976348877,-5.0127034187316895,-3.792555570602417,-3.603785514831543,-3.3301360607147217,-5.237037181854248
-3.5078699588775635,3.00420880317688,-2.4754648208618164,-3.443504571914673,-4.154027462005615,-1.7994111776351929,-2.381758689880371,-3.5620720386505127,-4.617986679077148,-4.260661602020264,-2.702605724334717,-5.2545013427734375,-1.7484465837478638,-2.099249839782715,-4.120340347290039,-2.537158489227295,-3.660947322845459,-3.8466286659240723,-4.272019863128662
-4.174001693725586,-1.6632598638534546,-3.596827983856201,-2.1642086505889893,-5.207331657409668,-5.385504722595215,-2.645406484603882,-7.035502910614014,-5.981912612915039,-5.964027404785156,-4.995250225067139,-5.807991027832031,-1.5062289237976074,-2.839289665222168,-5.006514072418213,-4.890376091003418,-4.767691612243652,-3.8282089233398438,-6.0613603591918945
-3.2939209938049316,-4.323464870452881,-3.75213623046875,-0.8049923181533813,-3.8241143226623535,-5.749126434326172,-4.78919792175293,-6.159698486328125,-1.4478427171707153,-5.438336372375488,-5.371391773223877,-4.986547946929932,-3.4885776042938232,-2.718506336212158,-4.490872859954834,-5.439499855041504,-4.265593528747559,-4.034034252166748,-6.290134906768799
-4.845509052276611,-4.345102787017822,-3.0076816082000732,-1.4104899168014526,-4.767763614654541,-5.329577445983887,-2.316676139831543,-6.558412551879883,-6.939149856567383,-5.68925666809082,-5.448399066925049,-5.939858913421631,-4.484410285949707,-3.745534896850586,-3.118623733520508,-5.896819114685059,-1.7408909797668457,-5.388498306274414,-5.845088481903076
-4.382374286651611,-4.554969787597656,-4.177122116088867,-2.5150132179260254,-4.712710380554199,-4.910799026489258,-4.716933727264404,1.8121545314788818,-5.122171401977539,-5.412679672241211,-2.554136037826538,-4.309911251068115,2.1939802169799805,-4.580816268920898,-4.958813190460205,-1.470662236213684,-4.737855911254883,-4.527353286743164,-3.478931188583374
-5.819931507110596,-5.570249080657959,-3.3106026649475098,-4.439497470855713,-6.183143615722656,-5.8487043380737305,-4.791175365447998,-4.523859024047852,-6.072805404663086,-4.369001865386963,-6.042090892791748,-5.116082191467285,-3.4121487140655518,-5.758768081665039,-5.932318687438965,-5.658761978149414,5.203076362609863,-5.897494792938232,-5.837109565734863
-4.319713115692139,3.2093915939331055,-4.21526575088501,-2.2039363384246826,-4.199065685272217,-3.7974135875701904,-3.8939993381500244,-4.118739128112793,-3.280306339263916,-4.3166351318359375,-2.825486660003662,-4.844584941864014,-0.5980318784713745,-2.089839458465576,-4.544260025024414,-1.577780842781067,-4.402798652648926,-3.00846529006958,-4.159246921539307
-3.8978664875030518,-5.055247783660889,-3.813509941101074,-2.1219069957733154,-4.243680477142334,-5.633305549621582,-4.8652777671813965,0.6991957426071167,-5.568179607391357,-5.905330657958984,-3.8956141471862793,-5.281839370727539,3.8347184658050537,-4.415131092071533,-4.570702075958252,-3.996382474899292,-4.7263264656066895,-4.820507049560547,-4.268228530883789
-3.7503254413604736,-4.449170112609863,-4.395720481872559,-3.096961736679077,-6.318469524383545,-6.146549224853516,-2.331127166748047,-5.426416397094727,-7.015278339385986,-5.529208183288574,-3.529675245285034,-5.794902324676514,2.4456989765167236,-3.107116460800171,-6.050383567810059,-2.7303009033203125,-6.26959228515625,-4.934916973114014,-4.7856011390686035
-2.4354379177093506,-4.023066520690918,-3.5711514949798584,-0.4914090931415558,-2.9735937118530273,-3.9347665309906006,-3.0532448291778564,-4.167171001434326,-4.252093315124512,-4.376798629760742,0.8235946893692017,-4.0971150398254395,-2.3638007640838623,-3.3450398445129395,-3.0553812980651855,-4.426551818847656,-3.03883695602417,-3.2321908473968506,0.38068294525146484
-2.3449809551239014,-6.155961990356445,-0.889453649520874,-2.3202316761016846,-5.862207412719727,-4.683925628662109,-3.569361925125122,-6.790243148803711,-5.905301570892334,-5.525498390197754,-5.957244396209717,-1.9598839282989502,-1.179890751838684,-3.0906848907470703,-4.7213921546936035,-6.908906936645508,-3.619457244873047,-5.652337551116943,-6.598280906677246
-0.9897417426109314,-4.453703880310059,-1.0602432489395142,-0.6250200867652893,-2.1275267601013184,-4.39268684387207,-2.7698814868927,-1.4620647430419922,-2.586228370666504,-5.36537504196167,-2.147357940673828,-3.838500499725342,2.3128907680511475,-3.4753644466400146,-2.5122485160827637,-4.7174153327941895,-3.7830634117126465,-3.7855265140533447,-2.111783742904663
-5.725981712341309,-5.514559745788574,-4.196434497833252,-4.28110408782959,-6.1484246253967285,-6.16780424118042,-4.327000617980957,-5.447721481323242,-6.228724479675293,-3.462120771408081,-6.098140239715576,-5.275248050689697,-4.379493713378906,-5.489916801452637,-5.966119289398193,-5.833428859710693,4.672410488128662,-6.279600143432617,-6.117840766906738
-3.4780867099761963,-4.455589294433594,-4.453640937805176,-3.0527520179748535,-5.457641124725342,-5.715217590332031,-3.9833953380584717,-5.553509712219238,-5.308442115783691,-4.598802089691162,-1.5586997270584106,-4.251550197601318,-2.5642855167388916,-3.0187227725982666,-5.41664457321167,-1.2084474563598633,-4.012158393859863,-4.579463005065918,-3.8128581047058105
-4.016932964324951,-1.7658950090408325,-1.9635627269744873,-1.4475904703140259,-3.3190853595733643,-1.4767686128616333,-3.0148494243621826,1.6766858100891113,-3.6240344047546387,-4.050602912902832,-3.1859288215637207,-3.26879620552063,-3.0351345539093018,-3.8135364055633545,-3.0605621337890625,-2.223839282989502,-3.2185587882995605,-3.8756134510040283,-3.936173915863037
-1.9916120767593384,-5.437032699584961,-1.92262864112854,-3.009882688522339,-5.152552127838135,-5.650196552276611,-1.5218325853347778,-5.515186786651611,-5.463353157043457,-5.140524387359619,-5.518468379974365,2.1613640785217285,-0.4519917964935303,-3.763582706451416,-4.9186224937438965,-5.026010990142822,-5.973369598388672,-5.48939323425293,-6.209803581237793
-3.770139455795288,2.3044111728668213,-3.6764955520629883,-3.3762753009796143,-4.924783706665039,-3.719355344772339,-2.5398950576782227,-5.138051509857178,-4.39799690246582,-4.576535224914551,-3.080474853515625,-4.97816276550293,-2.7737386226654053,-2.0819921493530273,-4.886102199554443,-2.975508689880371,-3.655963897705078,-4.323734283447266,-4.834172248840332
0.1712798774242401,-4.437246799468994,-4.1653618812561035,-2.0236001014709473,-3.704587936401367,-5.314362049102783,-3.4571008682250977,-4.622838020324707,-4.665616512298584,-5.309780120849609,-1.049317479133606,-4.544992923736572,-2.938669443130493,-1.966697335243225,-4.10392427444458,-4.351765155792236,-5.1185808181762695,-4.417413711547852,-3.925212860107422
-5.055426597595215,-0.999651312828064,-4.845907688140869,-3.60394549369812,-5.844428539276123,-5.927573204040527,-4.833314895629883,-4.4734883308410645,-5.3661909103393555,-5.246040344238281,-2.864124298095703,-5.371342658996582,2.4599549770355225,-3.6634700298309326,-5.846958160400391,-0.7145940065383911,-5.22174072265625,-4.3728179931640625,-4.435178279876709
-4.486303329467773,-4.097291469573975,-3.275284767150879,-1.0737462043762207,-4.503427028656006,-3.7974886894226074,-4.657055854797363,2.0220422744750977,-4.714245796203613,-5.860218048095703,-4.047423839569092,-4.328140735626221,1.2052704095840454,-4.096127033233643,-4.214168548583984,-3.27301287651062,-4.56400203704834,-4.398767471313477,-4.383650302886963
-3.9348771572113037,-2.1926703453063965,-5.32834005355835,-0.977516233921051,-5.486990451812744,-5.700314521789551,-3.9907596111297607,-5.39814567565918,-4.114252090454102,-4.019755840301514,-3.1410317420959473,-4.343618869781494,-1.7340614795684814,-1.9041279554367065,-5.082302570343018,-0.699100136756897,-5.358229637145996,-1.041172981262207,-4.535126209259033
-4.056013584136963,-3.2765486240386963,-4.238534927368164,-2.926833152770996,-5.639679431915283,-5.501904010772705,-3.9954090118408203,-5.426157474517822,-5.34567403793335,-4.608494758605957,-2.235447883605957,-3.761855125427246,-2.861254930496216,-2.6873891353607178,-5.122527599334717,0.4691760540008545,-4.225038528442383,-4.245660781860352,-4.2166829109191895
-4.505156517028809,-2.656256675720215,-4.340420246124268,-3.5967519283294678,-4.835084915161133,-5.00268030166626,-3.9229941368103027,-2.3901612758636475,-4.588512897491455,-4.537189960479736,-0.8602579236030579,-4.153294086456299,-0.05028930678963661,-3.966099739074707,-4.795129299163818,2.347450017929077,-3.7809174060821533,-4.224706172943115,-2.5354771614074707
-3.585503101348877,-4.162203788757324,-4.404793739318848,-1.1699225902557373,-6.090367794036865,-5.79270076751709,-3.804558038711548,-6.094900608062744,-5.949183940887451,-4.783979415893555,-3.020224094390869,-4.846142768859863,-2.8227438926696777,-1.1147245168685913,-5.009649753570557,-2.183159351348877,-5.476548194885254,-4.998621463775635,-5.005898952484131
-2.7376630306243896,-3.831289052963257,-3.7584307193756104,-1.8037075996398926,-5.862896919250488,-5.738922595977783,-3.3308942317962646,-6.805869102478027,-4.463071823120117,-5.928940773010254,-4.9918718338012695,-4.220164775848389,-2.5496175289154053,-1.7195922136306763,-5.345340251922607,-5.44027042388916,-5.878407001495361,-4.990940570831299,-6.754025459289551
-4.634934425354004,-2.2860934734344482,-3.7925281524658203,-1.2259490489959717,-4.348292827606201,-2.0278160572052,-5.496495246887207,-0.003760388121008873,-4.977453708648682,-5.224008083343506,-3.4835562705993652,-5.474570274353027,-2.066258192062378,-3.1840171813964844,-3.9413998126983643,-3.8603596687316895,-2.958554744720459,-4.75162410736084,-4.635152816772461
-1.9414325952529907,-4.834271430969238,-4.20919132232666,-2.4728331565856934,-5.41996431350708,-4.676490783691406,-3.2708122730255127,-5.768120765686035,-4.829087257385254,-4.47923469543457,-2.437793731689453,-4.507325172424316,-4.455521583557129,-2.3661866188049316,-5.726560592651367,-2.3348193168640137,-3.8779091835021973,-2.8105556964874268,-4.584304332733154
-5.348013877868652,-4.870921611785889,-4.294419288635254,-3.651538848876953,-6.649245262145996,-7.243417739868164,-3.843595266342163,-6.433495044708252,-7.130857467651367,-6.622647285461426,-4.951640605926514,-5.879236221313477,3.286000967025757,-4.269473552703857,-6.744901180267334,-4.535398006439209,-5.590390205383301,-6.138197422027588,-6.066983699798584
-5.271864891052246,2.5287716388702393,-3.4397196769714355,-3.484128713607788,-4.8378424644470215,-4.388594627380371,-4.3771867752075195,-3.738875389099121,-4.450431823730469,-4.602270126342773,-3.5689315795898438,-4.701818943023682,2.0989785194396973,-3.6839118003845215,-5.114998817443848,-2.8675577640533447,-3.343748092651367,-4.193926811218262,-4.46382474899292
-4.883632183074951,-5.610328197479248,-3.9061124324798584,-1.1697144508361816,-5.573080539703369,-6.554008483886719,-5.05073881149292,-5.067413806915283,-5.355983734130859,-5.9859418869018555,-5.340631484985352,-4.828173637390137,0.8145909905433655,-4.37571382522583,-5.0034074783325195,-3.8995776176452637,-2.973435163497925,-2.836151123046875,-5.732243537902832
-1.206473708152771,-1.0976142883300781,-4.527177333831787,-2.3111679553985596,-4.376789093017578,-4.804361343383789,-0.7633833885192871,-5.723577976226807,-4.038309574127197,-4.263492584228516,-3.2302846908569336,-4.152561187744141,-3.6340043544769287,-1.5718861818313599,-4.963903903961182,-3.011373519897461,-6.667779445648193,-3.8996195793151855,-5.186356067657471
-4.469060897827148,-2.8042006492614746,-4.076641082763672,-3.826589345932007,-5.10520601272583,-4.882486820220947,-3.6453278064727783,-0.1455443799495697,-4.329979419708252,-4.875891208648682,-1.8857163190841675,-4.9699788093566895,2.0360336303710938,-4.33660364151001,-5.327940464019775,2.018721103668213,-4.110090732574463,-3.828075647354126,-3.226322889328003
-1.9059113264083862,-4.865612983703613,-3.4401049613952637,-1.9788157939910889,-5.482945442199707,-5.470895767211914,-4.189506530761719,-6.797563552856445,-5.01375675201416,-5.5644989013671875,-2.546271800994873,-4.386204242706299,-2.3707659244537354,-1.838652491569519,-5.471304893493652,-3.4041595458984375,-5.174066066741943,-2.7504379749298096,-4.794406414031982
-2.735649585723877,-4.224460601806641,-3.9746763706207275,-1.52181875705719,-3.518664836883545,-5.350350379943848,-4.013020992279053,-6.005285263061523,-0.6460328102111816,-5.01202392578125,-4.428832054138184,-5.428889274597168,-3.6987698078155518,-2.558567523956299,-4.641810417175293,-4.727101802825928,-3.923048257827759,-4.263540267944336,-5.804635524749756
-2.471198558807373,-4.540741443634033,-4.03239631652832,-2.2246899604797363,-5.710001468658447,-4.333751678466797,-3.063624620437622,-6.293290615081787,-5.072948455810547,-4.059271812438965,-3.6237692832946777,-4.437780857086182,-5.295767784118652,-2.2647061347961426,-5.788270950317383,-2.9348056316375732,-3.4481372833251953,-2.8254730701446533,-5.365938663482666
-4.341993808746338,-4.281125545501709,-3.545895576477051,-1.8736222982406616,-4.51246452331543,-5.316747665405273,-5.156859397888184,-4.774351119995117,0.2395649552345276,-5.006757736206055,-5.186916828155518,-4.170493125915527,-2.074341058731079,-3.773566246032715,-5.293504238128662,-4.822558403015137,-1.4637559652328491,-4.3152570724487305,-5.619290828704834
